year,uhf_code,neighborhood,ed_rate_per_10k_age_5_17,estimated_annual_ed_visits_age_5_17,unstable_estimate
2017,305,Upper East Side,27.0,57.0,False
2017,304,Upper West Side,118.3,252.0,False
2017,301,Washington Heights,170.3,582.0,False
2017,402,West Queens,146.3,949.0,False
2017,211,Williamsburg - Bushwick,262.6,1018.0,False
2017,503,Willowbrook,39.7,55.0,False
2018,404,Bayside - Little Neck,38.2,46.0,False
2018,203,Bedford Stuyvesant - Crown Heights,324.1,1537.0,False
2018,209,Bensonhurst - Bay Ridge,38.6,111.0,False
2018,206,Borough Park,35.5,233.0,False
2018,208,Canarsie - Flatlands,148.6,474.0,False
2018,302,Central Harlem - Morningside Heights,448.4,1075.0,False
2018,306,Chelsea - Clinton,130.5,101.0,False
2018,210,Coney Island - Sheepshead Bay,74.7,311.0,False
2018,105,Crotona - Tremont,361.9,1520.0,False
2018,202,Downtown - Heights - Slope,153.3,427.0,False
2018,207,East Flatbush - Flatbush,225.5,971.0,False
2018,303,East Harlem,485.3,799.0,False
2018,204,East New York,292.7,1015.0,False
2018,403,Flushing - Clearview,70.7,204.0,False
2018,103,Fordham - Bronx Pk,310.8,1469.0,False
2018,406,Fresh Meadows,104.3,147.0,False
2018,307,Gramercy Park - Murray Hill,78.7,46.0,False
2018,201,Greenpoint,52.3,103.0,False
2018,308,Greenwich Village - SoHo,31.4,18.0,False
2018,106,High Bridge - Morrisania,386.9,1624.0,False
2018,107,Hunts Point - Mott Haven,416.5,1154.0,False
2018,408,Jamaica,135.5,624.0,False
2018,101,Kingsbridge - Riverdale,144.5,169.0,False
2018,401,Long Island City - Astoria,125.4,266.0,False
2018,310,Lower Manhattan,102.6,44.0,False
2018,102,Northeast Bronx,212.3,672.0,False
2018,104,Pelham - Throgs Neck,195.0,968.0,False
2018,501,Port Richmond,152.4,201.0,False
2018,405,Ridgewood - Forest Hills,70.9,237.0,False
2018,410,Rockaways,166.1,369.0,False
2018,504,South Beach - Tottenville,28.8,87.0,False
2018,409,Southeast Queens,94.9,281.0,False
2018,407,Southwest Queens,85.5,386.0,False
2018,502,Stapleton - St. George,157.5,300.0,False
2018,205,Sunset Park,91.0,166.0,False
2018,309,Union Square - Lower East Side,228.3,345.0,False
2018,305,Upper East Side,45.3,92.0,False
2018,304,Upper West Side,111.0,229.0,False
2018,301,Washington Heights,197.2,648.0,False
2018,402,West Queens,148.6,924.0,False
2018,211,Williamsburg - Bushwick,246.7,902.0,False
2018,503,Willowbrook,34.7,47.0,False
2019,404,Bayside - Little Neck,21.1,27.0,False
2019,203,Bedford Stuyvesant - Crown Heights,275.8,1377.0,False
2019,209,Bensonhurst - Bay Ridge,30.8,94.0,False
2019,206,Borough Park,27.6,189.0,False
2019,208,Canarsie - Flatlands,139.9,461.0,False
2019,302,Central Harlem - Morningside Heights,359.3,908.0,False
2019,306,Chelsea - Clinton,146.6,123.0,False
2019,210,Coney Island - Sheepshead Bay,57.0,250.0,False
2019,105,Crotona - Tremont,268.1,1186.0,False
2019,202,Downtown - Heights - Slope,107.6,318.0,False
2019,207,East Flatbush - Flatbush,168.9,746.0,False
2019,303,East Harlem,432.8,731.0,False
2019,204,East New York,259.3,943.0,False
2019,403,Flushing - Clearview,56.1,171.0,False
2019,103,Fordham - Bronx Pk,256.1,1266.0,False
2019,406,Fresh Meadows,77.9,116.0,False
2019,307,Gramercy Park - Murray Hill,72.6,47.0,False
2019,201,Greenpoint,61.8,132.0,False
2019,308,Greenwich Village - SoHo,32.6,20.0,False
2019,106,High Bridge - Morrisania,339.5,1470.0,False
2019,107,Hunts Point - Mott Haven,354.5,1017.0,False
2019,408,Jamaica,134.8,648.0,False
2019,101,Kingsbridge - Riverdale,110.5,137.0,False
2019,401,Long Island City - Astoria,103.9,220.0,False
2019,310,Lower Manhattan,98.8,48.0,False
2019,102,Northeast Bronx,191.5,638.0,False
2019,104,Pelham - Throgs Neck,191.7,992.0,False
2019,501,Port Richmond,147.9,209.0,False
2019,405,Ridgewood - Forest Hills,55.1,197.0,False
2019,410,Rockaways,107.1,253.0,False
2019,504,South Beach - Tottenville,22.6,72.0,False
2019,409,Southeast Queens,80.9,250.0,False
2019,407,Southwest Queens,84.2,397.0,False
2019,502,Stapleton - St. George,124.9,248.0,False
2019,205,Sunset Park,77.4,146.0,False
2019,309,Union Square - Lower East Side,216.3,345.0,False
2019,305,Upper East Side,33.7,73.0,False
2019,304,Upper West Side,94.9,206.0,False
2019,301,Washington Heights,146.9,498.0,False
2019,402,West Queens,110.1,715.0,False
2019,211,Williamsburg - Bushwick,216.8,830.0,False
2019,503,Willowbrook,35.2,50.0,False
2020,404,Bayside - Little Neck,3.7,5.0,True
2020,203,Bedford Stuyvesant - Crown Heights,113.1,578.0,False
2020,209,Bensonhurst - Bay Ridge,11.5,36.0,False
2020,206,Borough Park,11.2,80.0,False
2020,208,Canarsie - Flatlands,50.6,168.0,False
2020,302,Central Harlem - Morningside Heights,139.9,355.0,False
2020,306,Chelsea - Clinton,44.5,37.0,False
2020,210,Coney Island - Sheepshead Bay,25.8,116.0,False
2020,105,Crotona - Tremont,115.1,499.0,False
2020,202,Downtown - Heights - Slope,43.4,135.0,False
2020,207,East Flatbush - Flatbush,64.8,291.0,False
2020,303,East Harlem,141.1,238.0,False
2020,204,East New York,112.2,423.0,False
2020,403,Flushing - Clearview,18.4,58.0,False
2020,103,Fordham - Bronx Pk,86.4,430.0,False
2020,406,Fresh Meadows,30.0,45.0,False
2020,307,Gramercy Park - Murray Hill,31.2,21.0,False
2020,201,Greenpoint,13.1,29.0,False
2020,308,Greenwich Village - SoHo,8.1,5.0,True
2020,106,High Bridge - Morrisania,134.3,577.0,False
2020,107,Hunts Point - Mott Haven,142.8,406.0,False
2020,408,Jamaica,48.1,235.0,False
2020,101,Kingsbridge - Riverdale,39.2,49.0,False
2020,401,Long Island City - Astoria,33.8,74.0,False
2020,310,Lower Manhattan,23.0,11.0,False
2020,102,Northeast Bronx,75.0,251.0,False
2020,104,Pelham - Throgs Neck,68.6,359.0,False
2020,501,Port Richmond,53.2,75.0,False
2020,405,Ridgewood - Forest Hills,20.1,74.0,False
2020,410,Rockaways,44.3,109.0,False
2020,504,South Beach - Tottenville,7.2,23.0,False
2020,409,Southeast Queens,30.6,96.0,False
2020,407,Southwest Queens,28.2,135.0,False
2020,502,Stapleton - St. George,49.1,97.0,False
2020,205,Sunset Park,21.7,41.0,False
2020,309,Union Square - Lower East Side,83.7,135.0,False
2020,305,Upper East Side,12.3,27.0,False
2020,304,Upper West Side,38.7,87.0,False
2020,301,Washington Heights,45.1,154.0,False
2020,402,West Queens,37.7,251.0,False
2020,211,Williamsburg - Bushwick,71.9,283.0,False
2020,503,Willowbrook,16.2,23.0,False
2021,404,Bayside - Little Neck,21.4,28.0,False
2021,203,Bedford Stuyvesant - Crown Heights,120.9,599.0,False
2021,209,Bensonhurst - Bay Ridge,14.2,43.0,False
2021,206,Borough Park,11.4,79.0,False
2021,208,Canarsie - Flatlands,66.8,214.0,False
2021,302,Central Harlem - Morningside Heights,230.7,560.0,False
2021,306,Chelsea - Clinton,50.2,41.0,False
2021,210,Coney Island - Sheepshead Bay,42.3,183.0,False
2021,105,Crotona - Tremont,156.8,661.0,False
2021,202,Downtown - Heights - Slope,59.0,177.0,False
2021,207,East Flatbush - Flatbush,104.8,451.0,False
2021,303,East Harlem,186.8,307.0,False
2021,204,East New York,101.4,376.0,False
2021,403,Flushing - Clearview,25.8,78.0,False
2021,103,Fordham - Bronx Pk,122.0,580.0,False
2021,406,Fresh Meadows,29.5,42.0,False
2021,307,Gramercy Park - Murray Hill,33.5,22.0,False
2021,201,Greenpoint,24.0,51.0,False
2021,308,Greenwich Village - SoHo,6.9,4.0,True
2021,106,High Bridge - Morrisania,171.1,703.0,False
2021,107,Hunts Point - Mott Haven,190.0,527.0,False
2021,408,Jamaica,67.8,322.0,False
2021,101,Kingsbridge - Riverdale,60.2,73.0,False
2021,401,Long Island City - Astoria,42.7,89.0,False
2021,310,Lower Manhattan,53.8,25.0,False
2021,102,Northeast Bronx,114.8,370.0,False
2021,104,Pelham - Throgs Neck,115.2,571.0,False
2021,501,Port Richmond,83.6,117.0,False
2021,405,Ridgewood - Forest Hills,27.5,97.0,False
2021,410,Rockaways,79.8,188.0,False
2021,504,South Beach - Tottenville,11.2,35.0,False
2021,409,Southeast Queens,46.5,140.0,False
2021,407,Southwest Queens,46.1,216.0,False
2021,502,Stapleton - St. George,68.6,134.0,False
2021,205,Sunset Park,32.3,59.0,False
2021,309,Union Square - Lower East Side,96.9,153.0,False
2021,305,Upper East Side,23.2,48.0,False
2021,304,Upper West Side,40.4,89.0,False
2021,301,Washington Heights,92.3,305.0,False
2021,402,West Queens,55.1,354.0,False
2021,211,Williamsburg - Bushwick,109.5,418.0,False
2021,503,Willowbrook,20.6,29.0,False
2022,404,Bayside - Little Neck,28.8,37.0,False
2022,203,Bedford Stuyvesant - Crown Heights,222.9,1103.0,False
2022,209,Bensonhurst - Bay Ridge,33.1,97.0,False
2022,206,Borough Park,22.0,150.0,False
2022,208,Canarsie - Flatlands,140.4,430.0,False
2022,302,Central Harlem - Morningside Heights,328.0,784.0,False
2022,306,Chelsea - Clinton,140.2,115.0,False
2022,210,Coney Island - Sheepshead Bay,73.8,310.0,False
2022,105,Crotona - Tremont,248.2,1024.0,False
2022,202,Downtown - Heights - Slope,100.8,302.0,False
2022,207,East Flatbush - Flatbush,160.9,672.0,False
2022,303,East Harlem,307.9,486.0,False
2022,204,East New York,224.5,809.0,False
2022,403,Flushing - Clearview,61.0,181.0,False
2022,103,Fordham - Bronx Pk,228.5,1027.0,False
2022,406,Fresh Meadows,66.4,96.0,False
2022,307,Gramercy Park - Murray Hill,47.0,31.0,False
2022,201,Greenpoint,42.7,94.0,False
2022,308,Greenwich Village - SoHo,27.1,16.0,False
2022,106,High Bridge - Morrisania,284.3,1134.0,False
2022,107,Hunts Point - Mott Haven,294.5,820.0,False
2022,408,Jamaica,119.1,546.0,False
2022,101,Kingsbridge - Riverdale,100.5,118.0,False
2022,401,Long Island City - Astoria,72.9,151.0,False
2022,310,Lower Manhattan,72.0,34.0,False
2022,102,Northeast Bronx,186.0,576.0,False
2022,104,Pelham - Throgs Neck,174.5,846.0,False
2022,501,Port Richmond,98.2,137.0,False
2022,405,Ridgewood - Forest Hills,44.9,155.0,False
2022,410,Rockaways,119.3,276.0,False
2022,504,South Beach - Tottenville,24.6,77.0,False
2022,409,Southeast Queens,87.3,253.0,False
2022,407,Southwest Queens,90.9,412.0,False
2022,502,Stapleton - St. George,100.3,197.0,False
2022,205,Sunset Park,65.8,118.0,False
2022,309,Union Square - Lower East Side,169.7,263.0,False
2022,305,Upper East Side,39.4,82.0,False
2022,304,Upper West Side,74.7,168.0,False
2022,301,Washington Heights,143.2,436.0,False
2022,402,West Queens,98.9,624.0,False
2022,211,Williamsburg - Bushwick,181.7,672.0,False
2022,503,Willowbrook,29.4,42.0,False
2023,404,Bayside - Little Neck,32.5,41.0,False
2023,203,Bedford Stuyvesant - Crown Heights,259.1,1242.0,False
2023,209,Bensonhurst - Bay Ridge,38.5,111.0,False
2023,206,Borough Park,29.2,196.0,False
2023,208,Canarsie - Flatlands,147.9,439.0,False
2023,302,Central Harlem - Morningside Heights,345.8,804.0,False
2023,306,Chelsea - Clinton,129.9,105.0,False
2023,210,Coney Island - Sheepshead Bay,74.0,306.0,False
2023,105,Crotona - Tremont,258.9,1038.0,False
2023,202,Downtown - Heights - Slope,114.0,336.0,False
2023,207,East Flatbush - Flatbush,174.1,705.0,False
2023,303,East Harlem,355.8,548.0,False
2023,204,East New York,215.1,750.0,False
2023,403,Flushing - Clearview,72.9,212.0,False
2023,103,Fordham - Bronx Pk,254.9,1115.0,False
2023,406,Fresh Meadows,76.3,108.0,False
2023,307,Gramercy Park - Murray Hill,99.9,65.0,False
2023,201,Greenpoint,48.9,106.0,False
2023,308,Greenwich Village - SoHo,47.9,28.0,False
2023,106,High Bridge - Morrisania,287.9,1116.0,False
2023,107,Hunts Point - Mott Haven,266.2,720.0,False
2023,408,Jamaica,139.3,622.0,False
2023,101,Kingsbridge - Riverdale,134.3,155.0,False
2023,401,Long Island City - Astoria,91.3,185.0,False
2023,310,Lower Manhattan,109.5,51.0,False
2023,102,Northeast Bronx,180.2,543.0,False
2023,104,Pelham - Throgs Neck,199.5,945.0,False
2023,501,Port Richmond,101.8,141.0,False
2023,405,Ridgewood - Forest Hills,51.2,173.0,False
2023,410,Rockaways,132.8,299.0,False
2023,504,South Beach - Tottenville,23.2,72.0,False
2023,409,Southeast Queens,97.1,274.0,False
2023,407,Southwest Queens,87.7,390.0,False
2023,502,Stapleton - St. George,93.7,184.0,False
2023,205,Sunset Park,87.4,153.0,False
2023,309,Union Square - Lower East Side,159.7,244.0,False
2023,305,Upper East Side,23.9,49.0,False
2023,304,Upper West Side,90.8,201.0,False
2023,301,Washington Heights,153.7,457.0,False
2023,402,West Queens,112.7,697.0,False
2023,211,Williamsburg - Bushwick,159.4,575.0,False
2023,503,Willowbrook,29.2,42.0,False
