year,uhf_code,neighborhood,ed_rate_per_10k_age_0_4,estimated_annual_ed_visits_age_0_4,unstable_estimate
2017,103,Fordham - Bronx Pk,435.9,942.0,False
2017,406,Fresh Meadows,111.1,85.0,False
2017,307,Gramercy Park - Murray Hill,100.2,49.0,False
2017,201,Greenpoint,61.7,77.0,False
2017,308,Greenwich Village - SoHo,44.1,16.0,False
2017,106,High Bridge - Morrisania,608.0,1096.0,False
2017,107,Hunts Point - Mott Haven,681.1,805.0,False
2017,408,Jamaica,236.2,490.0,False
2017,101,Kingsbridge - Riverdale,193.5,126.0,False
2017,401,Long Island City - Astoria,108.7,121.0,False
2017,310,Lower Manhattan,84.9,35.0,False
2017,102,Northeast Bronx,386.7,494.0,False
2017,104,Pelham - Throgs Neck,338.3,713.0,False
2017,501,Port Richmond,242.9,123.0,False
2017,405,Ridgewood - Forest Hills,97.3,172.0,False
